"Source:","D:\docs\GitHub\DIY\zx\pentagon 128 portable\schematic\Pentagon128 portable\pentagon 128 portable.sch"
"Date:","19/09/2020 16:18:23"
"Tool:","Eeschema (5.1.6)-1"
"Generator:","C:\Program Files\KiCad\bin\scripting\plugins/bom_csv_grouped_by_value.py"
"Component Count:","155"

"Individual Components:"

"Item","Qty","Reference(s)","Value","LibPart","Footprint","Datasheet","Arrow Part Number","Description","Height","Manufacturer_Name","Manufacturer_Part_Number","Mouser Part Number","Mouser Price/Stock"
"","","R15","10k","SamacSys_Parts:10k","RESC1005X37N","https://componentsearchengine.com/Datasheets/1/MCS0402MC1002FE000.pdf","","Thin Film Resistors - SMD .1W 10Kohms 1% 0402 50ppm Auto","0.37","Vishay","MCS0402MC1002FE000","594-MCS0402MC1002FE0","https://www.mouser.com/Search/Refine.aspx?Keyword=594-MCS0402MC1002FE0"
"","","R16","5.1k","SamacSys_Parts:5.1k","RESC1005X40N","https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C237.pdf","","Panasonic ERA Series Thin Film Surface Mount Resistor 0402 Case 5.1k +/-0.1% 63mW +/-25ppm/C","0.4","Panasonic","ERA-2AEB512X","667-ERA-2AEB512X","https://www.mouser.co.uk/ProductDetail/Panasonic/ERA-2AEB512X?qs=YFwoyZoVY0ghygGvNfkWgQ%3D%3D"
"","","R17","4.7k","SamacSys_Parts:4.7k","RESC1005X35N","http://www.yageo.com/documents/recent/PYu-RT_1-to-0.01_RoHS_L_9.pdf","","Thin Film Resistors - SMD 1/16W 4.7K ohm 1% 50ppm","0.35","YAGEO (PHYCOMP)","RT0402FRE074K7L","603-RT0402FRE074K7L","https://www.mouser.com/Search/Refine.aspx?Keyword=603-RT0402FRE074K7L"
"","","R18","4.7k","SamacSys_Parts:4.7k","RESC1005X35N","http://www.yageo.com/documents/recent/PYu-RT_1-to-0.01_RoHS_L_9.pdf","","Thin Film Resistors - SMD 1/16W 4.7K ohm 1% 50ppm","0.35","YAGEO (PHYCOMP)","RT0402FRE074K7L","603-RT0402FRE074K7L","https://www.mouser.com/Search/Refine.aspx?Keyword=603-RT0402FRE074K7L"
"","","R19","1k","SamacSys_Parts:1k","RESC1005X35N","http://www.yageo.com/documents/recent/PYu-RT_1-to-0.01_RoHS_L_9.pdf","","Thin Film Resistors - SMD 1K ohm 1% 1/16W","0.35","YAGEO (PHYCOMP)","RT0402FRE071KL","603-RT0402FRE071KL","https://www.mouser.co.uk/ProductDetail/Yageo/RT0402FRE071KL?qs=BXCcY9r%252B08AJmLKodK5LLA%3D%3D"
"","","R20","1k","SamacSys_Parts:1k","RESC1005X35N","http://www.yageo.com/documents/recent/PYu-RT_1-to-0.01_RoHS_L_9.pdf","","Thin Film Resistors - SMD 1K ohm 1% 1/16W","0.35","YAGEO (PHYCOMP)","RT0402FRE071KL","603-RT0402FRE071KL","https://www.mouser.co.uk/ProductDetail/Yageo/RT0402FRE071KL?qs=BXCcY9r%252B08AJmLKodK5LLA%3D%3D"
"","","R21","2k","SamacSys_Parts:2k","RESC1005X35N","http://www.yageo.com/documents/recent/PYu-RT_1-to-0.01_RoHS_L_8.pdf","","Thin Film Resistors - SMD 1/16W 2K ohm 1% 50ppm","0.35","YAGEO (PHYCOMP)","RT0402FRE072KL","603-RT0402FRE072KL","https://www.mouser.co.uk/ProductDetail/Yageo/RT0402FRE072KL?qs=BXCcY9r%252B08AaoyuNta8Ffg%3D%3D"
"","","R22","2k","SamacSys_Parts:2k","RESC1005X35N","http://www.yageo.com/documents/recent/PYu-RT_1-to-0.01_RoHS_L_8.pdf","","Thin Film Resistors - SMD 1/16W 2K ohm 1% 50ppm","0.35","YAGEO (PHYCOMP)","RT0402FRE072KL","603-RT0402FRE072KL","https://www.mouser.co.uk/ProductDetail/Yageo/RT0402FRE072KL?qs=BXCcY9r%252B08AaoyuNta8Ffg%3D%3D"
"","","R23","5.1k","SamacSys_Parts:5.1k","RESC1005X40N","https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C237.pdf","","Panasonic ERA Series Thin Film Surface Mount Resistor 0402 Case 5.1k +/-0.1% 63mW +/-25ppm/C","0.4","Panasonic","ERA-2AEB512X","667-ERA-2AEB512X","https://www.mouser.co.uk/ProductDetail/Panasonic/ERA-2AEB512X?qs=YFwoyZoVY0ghygGvNfkWgQ%3D%3D"
"","","R24","1k","SamacSys_Parts:1k","RESC1005X35N","http://www.yageo.com/documents/recent/PYu-RT_1-to-0.01_RoHS_L_9.pdf","","Thin Film Resistors - SMD 1K ohm 1% 1/16W","0.35","YAGEO (PHYCOMP)","RT0402FRE071KL","603-RT0402FRE071KL","https://www.mouser.co.uk/ProductDetail/Yageo/RT0402FRE071KL?qs=BXCcY9r%252B08AJmLKodK5LLA%3D%3D"
"","","R25","1k","SamacSys_Parts:1k","RESC1005X35N","http://www.yageo.com/documents/recent/PYu-RT_1-to-0.01_RoHS_L_9.pdf","","Thin Film Resistors - SMD 1K ohm 1% 1/16W","0.35","YAGEO (PHYCOMP)","RT0402FRE071KL","603-RT0402FRE071KL","https://www.mouser.co.uk/ProductDetail/Yageo/RT0402FRE071KL?qs=BXCcY9r%252B08AJmLKodK5LLA%3D%3D"
"","","R26","1k","SamacSys_Parts:1k","RESC1005X35N","http://www.yageo.com/documents/recent/PYu-RT_1-to-0.01_RoHS_L_9.pdf","","Thin Film Resistors - SMD 1K ohm 1% 1/16W","0.35","YAGEO (PHYCOMP)","RT0402FRE071KL","603-RT0402FRE071KL","https://www.mouser.co.uk/ProductDetail/Yageo/RT0402FRE071KL?qs=BXCcY9r%252B08AJmLKodK5LLA%3D%3D"
"","","R27","1k","SamacSys_Parts:1k","RESC1005X35N","http://www.yageo.com/documents/recent/PYu-RT_1-to-0.01_RoHS_L_9.pdf","","Thin Film Resistors - SMD 1K ohm 1% 1/16W","0.35","YAGEO (PHYCOMP)","RT0402FRE071KL","603-RT0402FRE071KL","https://www.mouser.co.uk/ProductDetail/Yageo/RT0402FRE071KL?qs=BXCcY9r%252B08AJmLKodK5LLA%3D%3D"
"","","R28","1k","SamacSys_Parts:1k","RESC1005X35N","http://www.yageo.com/documents/recent/PYu-RT_1-to-0.01_RoHS_L_9.pdf","","Thin Film Resistors - SMD 1K ohm 1% 1/16W","0.35","YAGEO (PHYCOMP)","RT0402FRE071KL","603-RT0402FRE071KL","https://www.mouser.co.uk/ProductDetail/Yageo/RT0402FRE071KL?qs=BXCcY9r%252B08AJmLKodK5LLA%3D%3D"
"","","R29","1.5k","SamacSys_Parts:1.5k","RESC1005X37N","http://www.vishay.com/docs/28705/mcx0x0xpro.pdf","","Vishay Resistor Chip 0402","0.37","Vishay","MCS04020C1501FE000","594-MCS04020C1501FE0","https://www.mouser.co.uk/ProductDetail/Vishay-Beyschlag/MCS04020C1501FE000?qs=7ZE6F4QMOBb1CssuhAOnZw%3D%3D"
"","","R30","1.5k","SamacSys_Parts:1.5k","RESC1005X37N","http://www.vishay.com/docs/28705/mcx0x0xpro.pdf","","Vishay Resistor Chip 0402","0.37","Vishay","MCS04020C1501FE000","594-MCS04020C1501FE0","https://www.mouser.co.uk/ProductDetail/Vishay-Beyschlag/MCS04020C1501FE000?qs=7ZE6F4QMOBb1CssuhAOnZw%3D%3D"
"","","R31","1.5k","SamacSys_Parts:1.5k","RESC1005X37N","http://www.vishay.com/docs/28705/mcx0x0xpro.pdf","","Vishay Resistor Chip 0402","0.37","Vishay","MCS04020C1501FE000","594-MCS04020C1501FE0","https://www.mouser.co.uk/ProductDetail/Vishay-Beyschlag/MCS04020C1501FE000?qs=7ZE6F4QMOBb1CssuhAOnZw%3D%3D"
"","","R32","1.5k","SamacSys_Parts:1.5k","RESC1005X37N","http://www.vishay.com/docs/28705/mcx0x0xpro.pdf","","Vishay Resistor Chip 0402","0.37","Vishay","MCS04020C1501FE000","594-MCS04020C1501FE0","https://www.mouser.co.uk/ProductDetail/Vishay-Beyschlag/MCS04020C1501FE000?qs=7ZE6F4QMOBb1CssuhAOnZw%3D%3D"
"","","R33","1.5k","SamacSys_Parts:1.5k","RESC1005X37N","http://www.vishay.com/docs/28705/mcx0x0xpro.pdf","","Vishay Resistor Chip 0402","0.37","Vishay","MCS04020C1501FE000","594-MCS04020C1501FE0","https://www.mouser.co.uk/ProductDetail/Vishay-Beyschlag/MCS04020C1501FE000?qs=7ZE6F4QMOBb1CssuhAOnZw%3D%3D"
"","","R34","100k","SamacSys_Parts:100k","RESC1005X40N","https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C237.pdf","","Panasonic ERA Series Thin Film Surface Mount Resistor 0402 Case 100k +/-0.5% 63mW +/-25ppm/C","0.4","Panasonic","ERA-2AED104X","667-ERA-2AED104X","https://www.mouser.co.uk/ProductDetail/Panasonic/ERA-2AED104X?qs=nho8PGNfA6oWiExMQMbJyw%3D%3D"
"","","R35","620","SamacSys_Parts:620","RESC1005X35N","","","TE Connectivity CPF Series Precision Thin Film Surface Mount Resistor 0402 Case 620 +/-0.1% 0.063W +/-25ppm/C","0.35","TE Connectivity","CPF0402B620RE1","",""
"","","R36","100k","SamacSys_Parts:100k","RESC1005X40N","https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C237.pdf","","Panasonic ERA Series Thin Film Surface Mount Resistor 0402 Case 100k +/-0.5% 63mW +/-25ppm/C","0.4","Panasonic","ERA-2AED104X","667-ERA-2AED104X","https://www.mouser.co.uk/ProductDetail/Panasonic/ERA-2AED104X?qs=nho8PGNfA6oWiExMQMbJyw%3D%3D"
"","","R37","430","SamacSys_Parts:430","RESC1005X35N","https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RT_1-to-0.01_RoHS_L_11.pdf","","Thin Film Resistors - SMD","0.35","YAGEO (PHYCOMP)","RT0402FRE07430RL","603-RT0402FRE07430RL","https://www.mouser.co.uk/ProductDetail/Yageo/RT0402FRE07430RL?qs=gY0y7AQI9SOig4wFT5o%2FZQ%3D%3D"
"","","R38","10k","SamacSys_Parts:10k","RESC1005X37N","https://componentsearchengine.com/Datasheets/1/MCS0402MC1002FE000.pdf","","Thin Film Resistors - SMD .1W 10Kohms 1% 0402 50ppm Auto","0.37","Vishay","MCS0402MC1002FE000","594-MCS0402MC1002FE0","https://www.mouser.com/Search/Refine.aspx?Keyword=594-MCS0402MC1002FE0"
"","","SW1","SW_Push","Switch:SW_Push","Button_Switch_SMD:SW_DIP_SPSTx01_Slide_6.7x4.1mm_W6.73mm_P2.54mm_LowProfile_JPin","~","","","","","","",""
"","","SW2","FIRE","Switch:SW_Push","","~","","","","","","",""
"","","SW3","UP","Switch:SW_Push","","~","","","","","","",""
"","","SW4","DOWN","Switch:SW_Push","","~","","","","","","",""
"","","SW5","LEFT","Switch:SW_Push","","~","","","","","","",""
"","","SW6","RIGHT","Switch:SW_Push","","~","","","","","","",""
"","","U1","STM32F469IITx","MCU_ST_STM32F4:STM32F469IITx","Package_QFP:LQFP-176_24x24mm_P0.5mm","http://www.st.com/st-web-ui/static/active/en/resource/technical/document/datasheet/DM00219980.pdf","","","","","","",""
"","","U2","YM2149","Audio:YM2149","Package_DIP:DIP-40_W15.24mm","http://www.ym2149.com/ym2149.pdf","","","","","","",""
"","","U6","74LS244","74xx:74LS244","Package_SO:SSOP-20_5.3x7.2mm_P0.65mm","http://www.ti.com/lit/gpn/sn74LS244","","","","","SN74LS244DBR "," 595-SN74LS244DBR ",""
"","","U7","74LS175","74xx:74LS175","Package_SO:SOIC-20W_7.5x12.8mm_P1.27mm","http://www.ti.com/lit/gpn/sn74LS175","","","","",""," 595-SN74LS175DR ",""
"","","Y1","32.768HKz","SamacSys_Parts:32.768HKz","ECS32712517XTR","https://www.ecsxtal.com/store/pdf/ecx-306x.pdf","","Crystals 32.768 KHz 12.5pF","2.5","ECS","ECS-.327-12.5-17X-TR","520-ECS327-12.5-17X","https://www.mouser.co.uk/ProductDetail/ECS/ECS-327-125-17X-TR?qs=CkbNAJEAr%2FTBahk9YtN2eg%3D%3D"
"","","Y2","ABM3B-8.000MHZ-10-1-U-T","Device:Crystal_GND24_Small","Crystal:Crystal_SMD_Abracon_ABM3B-4Pin_5.0x3.2mm","~","","","","",""," 815-ABM3B8MHZ101UT ",""



"Collated Components:"

"Item","Qty","Reference(s)","Value","LibPart","Footprint","Datasheet","Arrow Part Number","Description","Height","Manufacturer_Name","Manufacturer_Part_Number","Mouser Part Number","Mouser Price/Stock"
"1","50","C1, C2, C3, C4, C5, C6, C7, C8, C9, C10, C13, C15, C20, C22, C23, C24, C25, C26, C27, C28, C29, C30, C31, C32, C33, C34, C35, C36, C37, C38, C39, C40, C41, C42, C43, C44, C45, C46, C47, C48, C49, C50, C51, C52, C61, C64, C67, C70, C71, C73","100nF","SamacSys_Parts:100nF","CAPC1005X55N","https://content.kemet.com/datasheets/KEM_C1002_X7R_SMD.pdf","","KEMET - C0402C104K9PACTU - CAP, MLCC, X5R, 0.1UF, 6.3V, 0402, REEL","0.55","Kemet","C0402C104K9PACTU","80-C0402C104K9P","https://www.mouser.co.uk/ProductDetail/KEMET/C0402C104K9PACTU?qs=DBJr%252BvBUjU7yQ9iUbxvTPw%3D%3D"
"2","2","C11, C12","2.2uF_tantalum","SamacSys_Parts:2.2uF_tantalum","CAPPM3216X180N","","","Tantalum Capacitors - Solid SMD 10V 2.2uF 10% 1206 ESR=6.5Ohm AEC-Q200","1.8","AVX","TAJA225K010TNJ","581-TAJA225K010TNJ","https://www.mouser.co.uk/ProductDetail/AVX/TAJA225K010TNJ?qs=XLNwXgtzMM%2F9RK%2FJN7CZtw%3D%3D"
"3","4","C14, C19, C21, C69","1uF","SamacSys_Parts:1uF","CAPC1005X33N","https://componentsearchengine.com/Datasheets/1/JMK105BJ105KP-F.pdf","","Taiyo Yuden JMK105BJ105KP-F 1F MLCC 6.3V dc +/-10% Tolerance SMD","0.33","TAIYO YUDEN","JMK105BJ105KP-F","963-JMK105BJ105KP-F","https://www.mouser.co.uk/ProductDetail/Taiyo-Yuden/JMK105BJ105KP-F?qs=vF%252B8ahGVilcfgxT2k6hjqQ%3D%3D"
"4","1","C16","2.2uF","SamacSys_Parts:2.2uF","CAPC1005X55N","https://psearch.en.murata.com/capacitor/product/GRM155B30J225KE95%23.html","","Capacitor MLCC GRM 0402 6.3V 2.2uF Murata 1005 GRM 2200nF Ceramic Multilayer Capacitor, 6.3 V dc, +85C, B Dielectric, +/-10%","0.55","Murata Electronics","GRM155B30J225KE95D","81-GRM155B30J225KE95","https://www.mouser.co.uk/ProductDetail/Murata-Electronics/GRM155B30J225KE95D?qs=%252B6g0mu59x7JEYqPAFq87TQ%3D%3D"
"5","2","C17, C18","4.7uF","SamacSys_Parts:4.7uF","CAPC1005X55N","http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.pdf","","Multilayer Ceramic Capacitors MLCC - SMD/SMT 0603 4.7uF 6.3volts *Derate Voltage/Temp","0.55","Murata Electronics","GRM155R60J475ME87D","81-GRM155R60J475ME8D","https://www.mouser.co.uk/ProductDetail/Murata-Electronics/GRM155R60J475ME87D?qs=pTGEtN%252BMLlBnU9jM8bPB0Q%3D%3D"
"6","2","C53, C54","3pF","SamacSys_Parts:3pF","CAPC1005X55N","https://componentsearchengine.com/Datasheets/1/GJM1555C1H3R0CB01D.pdf","","Murata 0402 GJM 3pF Ceramic Multilayer Capacitor, 50 V dc, +125C, C0G Dielectric, +/-0.25pF SMD","0.55","Murata Electronics","GJM1555C1H3R0CB01D","81-GJM1555C1H3R0CB1D","https://www.mouser.com/Search/Refine.aspx?Keyword=81-GJM1555C1H3R0CB1D"
"7","2","C55, C56","8.2pF","SamacSys_Parts:8.2pF","CAPC1005X56N","","","Multilayer Ceramic Capacitors MLCC - SMD/SMT 50V 8.2pF C0G 0402 .1pF Tol","0.56","AVX","04025A8R2BAT2A","581-04025A8R2BAT2A","https://www.mouser.co.uk/ProductDetail/AVX/04025A8R2BAT2A?qs=z0psRG2smD5JWrZ1VoU3ig%3D%3D"
"8","9","C57, C58, C59, C60, C62, C63, C65, C66, C68","10uF","SamacSys_Parts:10uF","CAPC1005X55N","","","Multilayer Ceramic Capacitors MLCC - SMD/SMT 10uF 20% 6.3 Volts 0402","0.55","Walsin Technology Corporation","0402X106M6R3CT","791-0402X106M6R3CT","https://www.mouser.co.uk/ProductDetail/Walsin/0402X106M6R3CT?qs=K66U1JmYfS7Y7bXr0va0Xw%3D%3D"
"9","1","C72","0.22uF","SamacSys_Parts:0.22uF","CAPC1005X56N","","","","0.56","AVX","0402ZD224KAT2A","581-0402ZD224K","https://www.mouser.co.uk/ProductDetail/AVX/0402ZD224KAT2A?qs=q%252BYstVZXB1kcnMe2oVlTyQ%3D%3D"
"10","4","D1, D2, D3, D4","1N4148W-7-F","SamacSys_Parts:1N4148W-7-F","SamacSys_Parts:SOD3716X145N","https://componentsearchengine.com/Datasheets/2/1N4148W-7-F.pdf","","Diode Switching 150mA 100V 400mW SOD123 Diodes Inc 1N4148W-7-F Switching Diode 100V, 2-Pin SOD-123","1.45","Diodes Inc.","1N4148W-7-F","621-1N4148W-F","https://www.mouser.co.uk/ProductDetail/Diodes-Incorporated/1N4148W-7-F?qs=LHX0FizJzg7Ae9ZM8LTAWw%3D%3D"
"11","1","FB1","BLM15PX601SZ1D","SamacSys_Parts:BLM15PX601SZ1D","NFZ15SG152SN10B","https://componentsearchengine.com/Datasheets/1/BLM15PX601SZ1D.pdf","","BLM15_Z1D Series EMI Suppression Filter 600+/-25% at 100MHz 900mA @85","0.55","Murata Electronics","BLM15PX601SZ1D","81-BLM15PX601SZ1D","https://www.mouser.com/Search/Refine.aspx?Keyword=81-BLM15PX601SZ1D"
"12","1","IC1","Z84C0020AEG","SamacSys_Parts:Z84C0020AEG","SamacSys_Parts:QFP80P1200X1200X160-44N","https://componentsearchengine.com/Datasheets/1/Z84C0020AEG.pdf","","Microprocessors - MPU 20 MHZ Z80 CMOS CPU","1.6","Zilog","Z84C0020AEG","692-Z84C0020AEG","https://www.mouser.co.uk/ProductDetail/ZiLOG/Z84C0020AEG?qs=87AjWkFq0r57qleL5Y3D%2Fw%3D%3D"
"13","5","IC2, IC3, IC4, IC5, IC6","TXB0108PWR","SamacSys_Parts:TXB0108PWR","SamacSys_Parts:SOP65P640X120-20N","http://www.ti.com/lit/ds/symlink/txb0108.pdf","","8-Bit Bidirectional Voltage-Level Shifter with Auto Direction Sensing and +/-15-kV ESD Protect","1.2","Texas Instruments","TXB0108PWR","595-TXB0108PWR","https://www.mouser.co.uk/ProductDetail/Texas-Instruments/TXB0108PWR?qs=oFXvjAmG9EgEUWGWzOVFCA%3D%3D"
"14","1","IC7","1072","SamacSys_Parts:1072","SamacSys_Parts:1072","http://www.keystoneelectronics.net/ENG._DEPT/WEB_ORACLE/PDF/PDF%20CAT%20NO%20DRAWINGS/1000-1999/1072.PDF","","Coin Cell Battery Holders BATTERY HOLDER FOR CR1220 / 1225 Tape and Reel","3.95","Keystone Electronics","1072","534-1072","https://www.mouser.co.uk/ProductDetail/Keystone-Electronics/1072?qs=u16ybLDytRbC8B3DEARGaw%3D%3D"
"15","1","IC8","74HC240PW,118","SamacSys_Parts:74HC240PW,118","SamacSys_Parts:SOP65P640X110-20N","https://componentsearchengine.com/Datasheets/1/74HC240PW,118.pdf","","74HC(T)240 - Octal buffer/line driver; 3-state; inverting@en-us","1.1","Nexperia","74HC240PW,118","771-HC240PW118","https://www.mouser.com/Search/Refine.aspx?Keyword=771-HC240PW118"
"16","1","IC9","GLS29EE010-70-4C-PHE","pentagon128_portable:GLS29EE010-70-4C-PHE","Package_LCC:PLCC-32_11.4x14.0mm_P1.27mm","https://www.greenliant.com/dotAsset/40840.pdf","GLS29EE010-70-4C-PHE","EEPROM 1MB, 5V, 70ns 128K x 8 Flash","5.08","Greenliant","GLS29EE010-70-4C-PHE","804-GLS29EE010-70PHE","https://www.mouser.com/Search/Refine.aspx?Keyword=804-GLS29EE010-70PHE"
"17","1","IC10","IS61C5128AS-25TLI","SamacSys_Parts:IS61C5128AS-25TLI","SamacSys_Parts:SOIC127P1176X120-32N","https://componentsearchengine.com/Datasheets/1/IS61C5128AS-25TLI.pdf","","SRAM 4M (512Kx8) 25ns Async SRAM","1.2","Integrated Silicon Solution Inc.","IS61C5128AS-25TLI","870-61C5128AS-25TLI","https://www.mouser.com/Search/Refine.aspx?Keyword=870-61C5128AS-25TLI"
"18","2","IC11, IC13","SN74LS245DW","SamacSys_Parts:SN74LS245DW","SamacSys_Parts:SOIC127P1030X265-20N","http://www.ti.com/lit/gpn/sn74ls245","","Octal bus transceivers","2.65","Texas Instruments","SN74LS245DW","595-SN74LS245DW","https://www.mouser.co.uk/ProductDetail/Texas-Instruments/SN74LS245DW?qs=ZA235jQDfbpxKQZqDHbgmw%3D%3D"
"19","1","IC12","SN74LS27N","SamacSys_Parts:SN74LS27N","SamacSys_Parts:DIP794W53P254L1930H508Q14N","http://www.ti.com/lit/gpn/sn74ls27","","Triple 3 i/p NOR gate,SN74LS27N DIP14","5.08","Texas Instruments","SN74LS27N","595-SN74LS27N","https://www.mouser.co.uk/ProductDetail/Texas-Instruments/SN74LS27N?qs=SL3LIuy2dWyzTDlwJfCAiQ%3D%3D"
"20","1","IC14","74HCT3G14DP,125","SamacSys_Parts:74HCT3G14DP,125","SamacSys_Parts:SOP65P400X110-8N","https://assets.nexperia.com/documents/data-sheet/74HC_HCT3G14.pdf","","74HC(T)3G14 - Triple inverting Schmitt trigger@en-us","1.1","Nexperia","74HCT3G14DP,125","771-HCT3G14DP125","https://www.mouser.co.uk/ProductDetail/Nexperia/74HCT3G14DP125?qs=me8TqzrmIYVpvGZNIKsTsw%3D%3D"
"21","1","IC15","SN74LS74ANSRG4","SamacSys_Parts:SN74LS74ANSRG4","SamacSys_Parts:SOIC127P780X200-14N","http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fsn74ls74a","","Flip Flop D-Type Pos-Edge 2-Element 14-Pin SOP T/R","2","Texas Instruments","SN74LS74ANSRG4","595-SN74LS74ANSRG4","https://www.mouser.co.uk/ProductDetail/Texas-Instruments/SN74LS74ANSRG4?qs=UG%2F8xqv%2F6WeCIASOw%2Fx%252BZg%3D%3D"
"22","1","IC16","LD1117S50TR","SamacSys_Parts:LD1117S50TR","SOT230P700X190-4N","https://datasheet.lcsc.com/szlcsc/STMicroelectronics-LD1117S50TR_C134077.pdf","","LDO Voltage Regulators 5.0V 0.8A Positive","1.9","STMicroelectronics","LD1117S50TR","511-LD1117S50","https://www.mouser.co.uk/ProductDetail/STMicroelectronics/LD1117S50TR?qs=eQN2Ig5lfEwsh0kTXN%2FkTg%3D%3D"
"23","2","IC17, IC18","LD1117S33TR","SamacSys_Parts:LD1117S33TR","SOT230P700X190-4N","https://datasheet.lcsc.com/szlcsc/STMicroelectronics-LD1117S50TR_C134077.pdf","","LDO Voltage Regulators 3.3V 0.8A Positive","1.9","STMicroelectronics","LD1117S33TR"," 511-LD1117S33","https://ru.mouser.com/ProductDetail/STMicroelectronics/LD1117S33TR?qs=%2Fha2pyFaduia9VwYkVWx%2F4mRyX5zUinnP5LH1XIijR0%3D"
"24","1","J1","Conn_01x03_Male","Connector:Conn_01x03_Male","Connector_PinHeader_2.54mm:PinHeader_1x03_P2.54mm_Vertical","~","","","","","","",""
"25","1","J2","DSI","Connector:Conn_01x06_Male","Connector_PinHeader_2.54mm:PinHeader_1x06_P2.54mm_Vertical","~","","","","","","",""
"26","1","J3","Conn_ARM_JTAG_SWD_20","Connector:Conn_ARM_JTAG_SWD_20","Connector_PinHeader_2.54mm:PinHeader_2x10_P2.54mm_Vertical","http://infocenter.arm.com/help/topic/com.arm.doc.dui0499b/DUI0499B_system_design_reference.pdf","","","","","","",""
"27","1","J4","Conn_01x06","Connector_Generic:Conn_01x06","","~","","","","","","",""
"28","1","J5","Conn_01x13","Connector_Generic:Conn_01x13","Connector_PinSocket_2.54mm:PinSocket_1x13_P2.54mm_Vertical","~","","","","","","",""
"29","1","J6","Conn_01x02","Connector_Generic:Conn_01x02","Connector_PinHeader_2.54mm:PinHeader_1x02_P2.54mm_Vertical","~","","","","","","",""
"30","1","J7","10033526-N3212LF","SamacSys_Parts:10033526-N3212LF","SamacSys_Parts:10033526N3212LF","https://www.amphenol-icc.com/media/wysiwyg/files/drawing/10033526.pdf","","AMPHENOL FCI NANTONG - 10033526-N3212LF. - CONN USB RCP 5 POS 0.8MM SLDR RA SMD 5TERM","4.15","Amphenol","10033526-N3212LF","649-10033526-N3212LF","https://www.mouser.co.uk/ProductDetail/Amphenol-FCI/10033526-N3212LF?qs=LmzVcvYPptRTPTxae6JWyQ%3D%3D"
"31","1","J8","Conn_02x17_Odd_Even","Connector_Generic:Conn_02x17_Odd_Even","Connector_PinSocket_2.54mm:PinSocket_2x17_P2.54mm_Vertical","~","","","","","","",""
"32","1","J9","104031-0811","SamacSys_Parts:104031-0811","SamacSys_Parts:1040310811","http://www.molex.com/webdocs/datasheets/pdf/en-us/1040310811_MEMORY_CARD_SOCKET.pdf","","microSD 1.10mm SMT push-pull memory card microSD 1.10mm SMT push-pull memory card","","Molex","104031-0811","538-104031-0811","https://www.mouser.co.uk/ProductDetail/Molex/104031-0811?qs=udsGRKD4nA3Tvy7wqky%252BuA%3D%3D"
"33","5","R1, R2, R4, R6, R7","49.9k","SamacSys_Parts:49.9k","RESC1005X37N","https://componentsearchengine.com/Datasheets/1/MCS0402PD4992DE500.pdf","","Thin Film Resistors - SMD .200W 49.9Kohms .5% 0402 25ppm Hi Power","0.37","Vishay","MCS0402PD4992DE500","594-MCS0402PD4992DP5","https://www.mouser.com/Search/Refine.aspx?Keyword=594-MCS0402PD4992DP5"
"34","9","R3, R5, R8, R9, R10, R13, R14, R15, R38","10k","SamacSys_Parts:10k","RESC1005X37N","https://componentsearchengine.com/Datasheets/1/MCS0402MC1002FE000.pdf","","Thin Film Resistors - SMD .1W 10Kohms 1% 0402 50ppm Auto","0.37","Vishay","MCS0402MC1002FE000","594-MCS0402MC1002FE0","https://www.mouser.com/Search/Refine.aspx?Keyword=594-MCS0402MC1002FE0"
"35","3","R11, R34, R36","100k","SamacSys_Parts:100k","RESC1005X40N","https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C237.pdf","","Panasonic ERA Series Thin Film Surface Mount Resistor 0402 Case 100k +/-0.5% 63mW +/-25ppm/C","0.4","Panasonic","ERA-2AED104X","667-ERA-2AED104X","https://www.mouser.co.uk/ProductDetail/Panasonic/ERA-2AED104X?qs=nho8PGNfA6oWiExMQMbJyw%3D%3D"
"36","1","R12","220","SamacSys_Parts:220","RESC1005X40N","https://componentsearchengine.com/Datasheets/1/RR0510P-221-D.pdf","","Thin Film Resistors - SMD 1/16W 220ohm 0.5% 25ppm","0.4","Susumu","RR0510P-221-D","754-RR0510P-221D","https://www.mouser.com/Search/Refine.aspx?Keyword=754-RR0510P-221D"
"37","2","R16, R23","5.1k","SamacSys_Parts:5.1k","RESC1005X40N","https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C237.pdf","","Panasonic ERA Series Thin Film Surface Mount Resistor 0402 Case 5.1k +/-0.1% 63mW +/-25ppm/C","0.4","Panasonic","ERA-2AEB512X","667-ERA-2AEB512X","https://www.mouser.co.uk/ProductDetail/Panasonic/ERA-2AEB512X?qs=YFwoyZoVY0ghygGvNfkWgQ%3D%3D"
